timestamp,offshore.pot.node1,offshore.pot.node2,offshore.pot.node3,offshore.pot.node4
b'2015-01-01 00:00:00+00:00',0,0,0.5900178147414503,0.5900178147414503
b'2015-01-01 01:00:00+00:00',0,0,0.49287834350542287,0.49287834350542287
b'2015-01-01 02:00:00+00:00',0,0,0.5134831913910918,0.5134831913910918
b'2015-01-01 03:00:00+00:00',0,0,0.40786355902694665,0.40786355902694665
b'2015-01-01 04:00:00+00:00',0,0,0.345583808413,0.345583808413
b'2015-01-01 05:00:00+00:00',0,0,0.2266307172599673,0.2266307172599673
b'2015-01-01 06:00:00+00:00',0,0,0.3092256924151609,0.3092256924151609
b'2015-01-01 07:00:00+00:00',0,0,0.33787710933495874,0.33787710933495874
b'2015-01-01 08:00:00+00:00',0,0,0.612671667010332,0.612671667010332
b'2015-01-01 09:00:00+00:00',0,0,0.48662921970882816,0.48662921970882816
b'2015-01-01 10:00:00+00:00',0,0,0.7327130614857019,0.7327130614857019
b'2015-01-01 11:00:00+00:00',0,0,0.3177960875059615,0.3177960875059615
b'2015-01-01 12:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-01 13:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-01 14:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-01 15:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-01 16:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-01 17:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-01 18:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-01 19:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-01 20:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-01 21:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-01 22:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-01 23:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-02 00:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-02 01:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-02 02:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-02 03:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-02 04:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-02 05:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-02 06:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-02 07:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-02 08:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-02 09:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-02 10:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-02 11:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-02 12:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-02 13:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-02 14:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-02 15:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-02 16:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-02 17:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-02 18:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-02 19:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-02 20:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-02 21:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-02 22:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-02 23:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-03 00:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-03 01:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-03 02:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-03 03:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-03 04:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-03 05:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-03 06:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-03 07:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-03 08:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-03 09:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-03 10:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-03 11:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-03 12:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-03 13:00:00+00:00',0,0,0.6593337981742878,0.6593337981742878
b'2015-01-03 14:00:00+00:00',0,0,0.5427583161335906,0.5427583161335906
b'2015-01-03 15:00:00+00:00',0,0,0.3679417248450047,0.3679417248450047
b'2015-01-03 16:00:00+00:00',0,0,0.21069579034980648,0.21069579034980648
b'2015-01-03 17:00:00+00:00',0,0,0.15540752171323313,0.15540752171323313
b'2015-01-03 18:00:00+00:00',0,0,0.13601907004632566,0.13601907004632566
b'2015-01-03 19:00:00+00:00',0,0,0.0785522919714961,0.0785522919714961
b'2015-01-03 20:00:00+00:00',0,0,0.049332945990497146,0.049332945990497146
b'2015-01-03 21:00:00+00:00',0,0,0.0,0.0
b'2015-01-03 22:00:00+00:00',0,0,0.0,0.0
b'2015-01-03 23:00:00+00:00',0,0,0.04122833727195872,0.04122833727195872
b'2015-01-04 00:00:00+00:00',0,0,0.04963029398599323,0.04963029398599323
b'2015-01-04 01:00:00+00:00',0,0,0.07099504139217974,0.07099504139217974
b'2015-01-04 02:00:00+00:00',0,0,0.13825752630027113,0.13825752630027113
b'2015-01-04 03:00:00+00:00',0,0,0.21069579034980648,0.21069579034980648
b'2015-01-04 04:00:00+00:00',0,0,0.5070951520430926,0.5070951520430926
b'2015-01-04 05:00:00+00:00',0,0,0.7135105050926416,0.7135105050926416
b'2015-01-04 06:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-04 07:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-04 08:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-04 09:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-04 10:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-04 11:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-04 12:00:00+00:00',0,0,0.0,0.0
b'2015-01-04 13:00:00+00:00',0,0,0.0,0.0
b'2015-01-04 14:00:00+00:00',0,0,0.0,0.0
b'2015-01-04 15:00:00+00:00',0,0,0.0,0.0
b'2015-01-04 16:00:00+00:00',0,0,0.0,0.0
b'2015-01-04 17:00:00+00:00',0,0,0.0,0.0
b'2015-01-04 18:00:00+00:00',0,0,0.0,0.0
b'2015-01-04 19:00:00+00:00',0,0,0.0,0.0
b'2015-01-04 20:00:00+00:00',0,0,0.0,0.0
b'2015-01-04 21:00:00+00:00',0,0,0.0,0.0
b'2015-01-04 22:00:00+00:00',0,0,0.0,0.0
b'2015-01-04 23:00:00+00:00',0,0,0.0,0.0
b'2015-01-05 00:00:00+00:00',0,0,0.0,0.0
b'2015-01-05 01:00:00+00:00',0,0,0.0,0.0
b'2015-01-05 02:00:00+00:00',0,0,0.0,0.0
b'2015-01-05 03:00:00+00:00',0,0,0.0,0.0
b'2015-01-05 04:00:00+00:00',0,0,0.0,0.0
b'2015-01-05 05:00:00+00:00',0,0,0.0,0.0
b'2015-01-05 06:00:00+00:00',0,0,0.0,0.0
b'2015-01-05 07:00:00+00:00',0,0,0.0,0.0
b'2015-01-05 08:00:00+00:00',0,0,0.0,0.0
b'2015-01-05 09:00:00+00:00',0,0,0.0,0.0
b'2015-01-05 10:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
