timestamp,offshore.pot.node1,offshore.pot.node2,offshore.pot.node3,offshore.pot.node4
b'2015-01-05 11:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-05 12:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-05 13:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-05 14:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-05 15:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-05 16:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-05 17:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-05 18:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-05 19:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-05 20:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-05 21:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-05 22:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-05 23:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-06 00:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-06 01:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-06 02:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-06 03:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-06 04:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-06 05:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-06 06:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-06 07:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-06 08:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-06 09:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-06 10:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-06 11:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-06 12:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-06 13:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-06 14:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-06 15:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-06 16:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-06 17:00:00+00:00',0,0,0.7059042832169423,0.7059042832169423
b'2015-01-06 18:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-06 19:00:00+00:00',0,0,0.6945750939907434,0.6945750939907434
b'2015-01-06 20:00:00+00:00',0,0,0.49287834350542287,0.49287834350542287
b'2015-01-06 21:00:00+00:00',0,0,0.2068189167387311,0.2068189167387311
b'2015-01-06 22:00:00+00:00',0,0,0.2296946524636037,0.2296946524636037
b'2015-01-06 23:00:00+00:00',0,0,0.07282023916712997,0.07282023916712997
b'2015-01-07 00:00:00+00:00',0,0,0.10847043616438144,0.10847043616438144
b'2015-01-07 01:00:00+00:00',0,0,0.07805992791345166,0.07805992791345166
b'2015-01-07 02:00:00+00:00',0,0,0.07904732748245219,0.07904732748245219
b'2015-01-07 03:00:00+00:00',0,0,0.04519330040745051,0.04519330040745051
b'2015-01-07 04:00:00+00:00',0,0,0.0,0.0
b'2015-01-07 05:00:00+00:00',0,0,0.10347362834702385,0.10347362834702385
b'2015-01-07 06:00:00+00:00',0,0,0.2583520077255379,0.2583520077255379
b'2015-01-07 07:00:00+00:00',0,0,0.505504820838371,0.505504820838371
b'2015-01-07 08:00:00+00:00',0,0,0.20298478637424155,0.20298478637424155
b'2015-01-07 09:00:00+00:00',0,0,0.3092256924151609,0.3092256924151609
b'2015-01-07 10:00:00+00:00',0,0,0.4960189341211909,0.4960189341211909
b'2015-01-07 11:00:00+00:00',0,0,0.3573241801015961,0.3573241801015961
b'2015-01-07 12:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-07 13:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-07 14:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-07 15:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-07 16:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-07 17:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-07 18:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-07 19:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-07 20:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-07 21:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-07 22:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-07 23:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-08 00:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-08 01:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-08 02:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-08 03:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-08 04:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-08 05:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-08 06:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-08 07:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-08 08:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-08 09:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-08 10:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-08 11:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-08 12:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-08 13:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-08 14:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-08 15:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-08 16:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-08 17:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-08 18:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-08 19:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-08 20:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-08 21:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-08 22:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-08 23:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-09 00:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-09 01:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-09 02:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-09 03:00:00+00:00',0,0,0.7192432217549874,0.7192432217549874
b'2015-01-09 04:00:00+00:00',0,0,0.33787710933495874,0.33787710933495874
b'2015-01-09 05:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-09 06:00:00+00:00',0,0,0.2972093443543619,0.2972093443543619
b'2015-01-09 07:00:00+00:00',0,0,0.42070991222095383,0.42070991222095383
b'2015-01-09 08:00:00+00:00',0,0,0.26609959531955935,0.26609959531955935
b'2015-01-09 09:00:00+00:00',0,0,0.3190311154734369,0.3190311154734369
b'2015-01-09 10:00:00+00:00',0,0,0.7521827631699245,0.7521827631699245
b'2015-01-09 11:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-09 12:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-09 13:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-09 14:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-09 15:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-09 16:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-09 17:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-09 18:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-09 19:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-09 20:00:00+00:00',0,0,0.0,0.0
b'2015-01-09 21:00:00+00:00',0,0,0.0,0.0
b'2015-01-09 22:00:00+00:00',0,0,0.0,0.0
b'2015-01-09 23:00:00+00:00',0,0,0.0,0.0
b'2015-01-10 00:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-10 01:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-10 02:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-10 03:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-10 04:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-10 05:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-10 06:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-10 07:00:00+00:00',0,0,0.7679508691269392,0.7679508691269392
b'2015-01-10 08:00:00+00:00',0,0,0.6286195770347315,0.6286195770347315
b'2015-01-10 09:00:00+00:00',0,0,0.7154187391938452,0.7154187391938452
b'2015-01-10 10:00:00+00:00',0,0,0.6161969468453727,0.6161969468453727
b'2015-01-10 11:00:00+00:00',0,0,0.7838899480702978,0.7838899480702978
b'2015-01-10 12:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-10 13:00:00+00:00',0,0,0.7798891496169889,0.7798891496169889
b'2015-01-10 14:00:00+00:00',0,0,0.7288511785837972,0.7288511785837972
b'2015-01-10 15:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-10 16:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-10 17:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-10 18:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-10 19:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-10 20:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-10 21:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-10 22:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-10 23:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-11 00:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-11 01:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-11 02:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-11 03:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-11 04:00:00+00:00',0,0,0.7002276670657404,0.7002276670657404
b'2015-01-11 05:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-11 06:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-11 07:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-11 08:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-11 09:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-11 10:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-11 11:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-11 12:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-11 13:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-11 14:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-11 15:00:00+00:00',0,0,0.7346480101160218,0.7346480101160218
b'2015-01-11 16:00:00+00:00',0,0,0.6268369012203738,0.6268369012203738
b'2015-01-11 17:00:00+00:00',0,0,0.5952055550098253,0.5952055550098253
b'2015-01-11 18:00:00+00:00',0,0,0.6575057076604327,0.6575057076604327
b'2015-01-11 19:00:00+00:00',0,0,0.472724971161819,0.472724971161819
b'2015-01-11 20:00:00+00:00',0,0,0.3841886163095126,0.3841886163095126
b'2015-01-11 21:00:00+00:00',0,0,0.2819874740856106,0.2819874740856106
b'2015-01-11 22:00:00+00:00',0,0,0.1729841328697485,0.1729841328697485
b'2015-01-11 23:00:00+00:00',0,0,0.09688218442742173,0.09688218442742173
b'2015-01-12 00:00:00+00:00',0,0,0.07282023916712997,0.07282023916712997
b'2015-01-12 01:00:00+00:00',0,0,0.07235993254402492,0.07235993254402492
b'2015-01-12 02:00:00+00:00',0,0,0.07954503444631991,0.07954503444631991
b'2015-01-12 03:00:00+00:00',0,0,0.11562021374251248,0.11562021374251248
b'2015-01-12 04:00:00+00:00',0,0,0.1644673881231734,0.1644673881231734
b'2015-01-12 05:00:00+00:00',0,0,0.16196445803097756,0.16196445803097756
b'2015-01-12 06:00:00+00:00',0,0,0.1738505003354199,0.1738505003354199
b'2015-01-12 07:00:00+00:00',0,0,0.18176802290748573,0.18176802290748573
b'2015-01-12 08:00:00+00:00',0,0,0.19544475538502054,0.19544475538502054
b'2015-01-12 09:00:00+00:00',0,0,0.24644170105889762,0.24644170105889762
b'2015-01-12 10:00:00+00:00',0,0,0.3952335935187809,0.3952335935187809
b'2015-01-12 11:00:00+00:00',0,0,0.5560473137886205,0.5560473137886205
b'2015-01-12 12:00:00+00:00',0,0,0.6593337981742878,0.6593337981742878
b'2015-01-12 13:00:00+00:00',0,0,0.6538575409914573,0.6538575409914573
b'2015-01-12 14:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-12 15:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-12 16:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-12 17:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-12 18:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-12 19:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-12 20:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-12 21:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-12 22:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-12 23:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-13 00:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-13 01:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-13 02:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-13 03:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-13 04:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-13 05:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-13 06:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-13 07:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-13 08:00:00+00:00',0,0,0.0,0.0
b'2015-01-13 09:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-13 10:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-13 11:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-13 12:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-13 13:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-13 14:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-13 15:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-13 16:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-13 17:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-13 18:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-13 19:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-13 20:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-13 21:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-13 22:00:00+00:00',0,0,0.7097020512489681,0.7097020512489681
b'2015-01-13 23:00:00+00:00',0,0,0.5183022711576636,0.5183022711576636
b'2015-01-14 00:00:00+00:00',0,0,0.5543768389965511,0.5543768389965511
b'2015-01-14 01:00:00+00:00',0,0,0.4635756875115024,0.4635756875115024
b'2015-01-14 02:00:00+00:00',0,0,0.3481740797289732,0.3481740797289732
b'2015-01-14 03:00:00+00:00',0,0,0.28546014158472494,0.28546014158472494
b'2015-01-14 04:00:00+00:00',0,0,0.3128826901651772,0.3128826901651772
b'2015-01-14 05:00:00+00:00',0,0,0.3252463271044869,0.3252463271044869
b'2015-01-14 06:00:00+00:00',0,0,0.2983989576223394,0.2983989576223394
b'2015-01-14 07:00:00+00:00',0,0,0.38145408653631185,0.38145408653631185
b'2015-01-14 08:00:00+00:00',0,0,0.3019838261437421,0.3019838261437421
b'2015-01-14 09:00:00+00:00',0,0,0.5510439037711474,0.5510439037711474
b'2015-01-14 10:00:00+00:00',0,0,0.4485405976605713,0.4485405976605713
b'2015-01-14 11:00:00+00:00',0,0,0.3733146120865884,0.3733146120865884
b'2015-01-14 12:00:00+00:00',0,0,0.3177960875059615,0.3177960875059615
b'2015-01-14 13:00:00+00:00',0,0,0.3481740797289732,0.3481740797289732
b'2015-01-14 14:00:00+00:00',0,0,0.28662304032358643,0.28662304032358643
b'2015-01-14 15:00:00+00:00',0,0,0.22561474843124515,0.22561474843124515
b'2015-01-14 16:00:00+00:00',0,0,0.35207952259977054,0.35207952259977054
b'2015-01-14 17:00:00+00:00',0,0,0.4960189341211909,0.4960189341211909
b'2015-01-14 18:00:00+00:00',0,0,0.5361779321759544,0.5361779321759544
b'2015-01-14 19:00:00+00:00',0,0,0.5070951520430926,0.5070951520430926
b'2015-01-14 20:00:00+00:00',0,0,0.5150868798603708,0.5150868798603708
b'2015-01-14 21:00:00+00:00',0,0,0.5527090356573933,0.5527090356573933
b'2015-01-14 22:00:00+00:00',0,0,0.5577204600336018,0.5577204600336018
b'2015-01-14 23:00:00+00:00',0,0,0.510283828811269,0.510283828811269
b'2015-01-15 00:00:00+00:00',0,0,0.6703584417685626,0.6703584417685626
b'2015-01-15 01:00:00+00:00',0,0,0.69834080458783,0.69834080458783
b'2015-01-15 02:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-15 03:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-15 04:00:00+00:00',0,0,0.7659705057971217,0.7659705057971217
b'2015-01-15 05:00:00+00:00',0,0,0.6703584417685626,0.6703584417685626
b'2015-01-15 06:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-15 07:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-15 08:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
b'2015-01-15 09:00:00+00:00',0,0,0.7978833926666765,0.7978833926666765
